cartodb_id,pc_asian,pc_black,pc_white,pc_bachelors,median_income,x,y
44446,0.08417391304347827,0.34121739130434786,0.4128695652173914,0.2393043478260869,0.26151495394018426,59.95185353464898,2.8784388607338367
44730,0.030534351145038174,0.6785411365564038,0.0657336726039016,0.10050890585241729,0.17480730077079693,30.581092585326893,-38.35041281030823
44373,0.5725011731581418,0.058188643829188175,0.08962928202721729,0.014077897700610045,0.117751528993884,55.94165573346774,14.250299900240183
44578,0.04092026694766421,0.3489638215665613,0.32507903055848264,0.09237794169301017,0.06066775732897069,46.79840948876982,-16.16588689624592
44706,0.007906146391226727,0.3476154042336139,0.006375924509053813,0.020402958428972197,0.08377166491334034,33.659686886223234,-35.266087688043854
44657,0.021388367729831145,0.05328330206378986,0.22138836772983114,0.17448405253283303,0.16923532305870778,38.612093479357135,-27.758898040224103
43297,0.03120936280884265,0.2802340702210663,0.004551365409622887,0.05396618985695709,0.15984736061055757,6.334620663440149,-57.759959070563774
43299,0.0,0.2677857713828937,0.007194244604316547,0.03543831601385559,0.08906764372942509,6.222913206257481,-58.07337839817653
43304,0.001850994909763998,0.21918864723122009,0.006786981335801327,0.02699367576739164,0.07406370374518502,5.94020732771493,-58.79073749816589
43375,0.008502289077828648,0.22269457161543488,0.005232177894048398,0.044800523217789406,0.0955316178735285,-4.47505220304545,-61.005872302818794
43376,0.0039883009837809085,0.3584153150757777,0.007976601967561817,0.011433129486838606,0.12659149363402544,-4.6462263862621915,-60.91056372852332
43389,0.0,0.330152399943028,0.010112519584104829,0.02791625124626122,0.07417570329718681,-6.522879321799631,-59.17852323078991
44299,0.12696148359486448,0.10556348074179744,0.5991440798858771,0.289586305278174,0.41399834400662394,18.310812846729235,34.154292009676624
43377,0.029197080291970805,0.10462287104622872,0.4257907542579076,0.1070559610705596,0.22333110667557327,-4.804904032293114,-60.78511789005231
43378,0.0032520325203252032,0.03468834688346884,0.0027100271002710027,0.029810298102981025,0.06548373806504773,-4.965411483513491,-60.651652235796554
43306,0.0,0.20681390172915598,0.004451292586885807,0.05427152884780003,0.08730765076939692,5.806348881811067,-59.1119753940596
43309,0.04025844930417495,0.1824055666003976,0.01540755467196819,0.03479125248508946,0.09774760900956397,5.580877795139059,-59.5919417583952
