	pc_asian	pc_black	pc_white	pc_bachelors	median_income
0	0.08417391304347827	0.34121739130434786	0.4128695652173914	0.2393043478260869	0.26151495394018426
1	0.030534351145038174	0.6785411365564038	0.0657336726039016	0.10050890585241729	0.17480730077079693
2	0.5725011731581418	0.058188643829188175	0.08962928202721729	0.014077897700610045	0.117751528993884
3	0.04092026694766421	0.3489638215665613	0.32507903055848264	0.09237794169301017	0.06066775732897069
4	0.007906146391226727	0.3476154042336139	0.006375924509053813	0.020402958428972197	0.08377166491334034
5	0.021388367729831145	0.05328330206378986	0.22138836772983114	0.17448405253283303	0.16923532305870778
6	0.03120936280884265	0.2802340702210663	0.004551365409622887	0.05396618985695709	0.15984736061055757
7	0.0	0.2677857713828937	0.007194244604316547	0.03543831601385559	0.08906764372942509
8	0.001850994909763998	0.21918864723122009	0.006786981335801327	0.02699367576739164	0.07406370374518502
9	0.008502289077828648	0.22269457161543488	0.005232177894048398	0.044800523217789406	0.0955316178735285
10	0.0039883009837809085	0.3584153150757777	0.007976601967561817	0.011433129486838606	0.12659149363402544
11	0.0	0.330152399943028	0.010112519584104829	0.02791625124626122	0.07417570329718681
12	0.12696148359486448	0.10556348074179744	0.5991440798858771	0.289586305278174	0.41399834400662394
13	0.029197080291970805	0.10462287104622872	0.4257907542579076	0.1070559610705596	0.22333110667557327
14	0.0032520325203252032	0.03468834688346884	0.0027100271002710027	0.029810298102981025	0.06548373806504773
15	0.0	0.20681390172915598	0.004451292586885807	0.05427152884780003	0.08730765076939692
16	0.04025844930417495	0.1824055666003976	0.01540755467196819	0.03479125248508946	0.09774760900956397
17	0.014646571853109743	0.22925068987476124	0.00615580556145192	0.06835066864784546	0.0889316442734229
18	0.026074943878432046	0.14608875841823518	0.003453634950785702	0.016404766016232083	0.1173515305938776
19	0.006033182503770739	0.04223227752639517	0.4891905480140775	0.09552538964303668	0.27125091499634
20	0.17576443941109854	0.04507361268403171	0.4761041902604757	0.18618346545866368	0.244311022755909
21	0.0	0.5260347129506008	0.029372496662216287	0.03938584779706276	0.12411550353798585
22	0.0	1.0	0.0	0.0	0.0
23	0.0020183897734918146	0.21260372280780443	0.021753756447634	0.026463332585781565	0.08517965928136287
24	0.0	0.5084860828241683	0.0006788866259334692	0.04310930074677529	0.10685157259370963
25	0.0	0.8254966054815187	0.01910988182046769	0.07643952728187076	0.11482354070583715
26	0.010670731707317072	0.868140243902439	0.04268292682926829	0.1173780487804878	0.1621033515865936
27	0.006032171581769436	0.046916890080428965	0.8085344057193923	0.10031277926720286	0.20478718085127656
28	0.011673151750972761	0.5400778210116732	0.028015564202334628	0.06770428015564202	0.16271534913860344
29	0.007732497387669801	0.6752351097178684	0.036363636363636355	0.058934169278996876	0.11999952000192
30	0.014459490475097543	0.8611429882946982	0.006196924489327519	0.10075740188202893	0.17846728613085547
31	0.012251148545176109	0.686064318529862	0.0451761102603369	0.07172026544155181	0.12170351318594726
32	0.11111111111111112	0.022222222222222223	0.7309309309309309	0.4318318318318318	0.38285446858212563
33	0.011663286004056797	0.18483772819472613	0.0633874239350913	0.05933062880324545	0.13818744725021104
34	0.07902261502469456	0.2477255003899142	0.08292175721341306	0.08370158565115673	0.10336758652965389
35	0.53568	0.0336	0.34656	0.10944	0.18204327182691268
36	0.0	0.0	0.9948126801152736	0.1510086455331412	0.12425150299398803
37	0.08970197698436115	0.1767483033343169	0.024786072587784005	0.048686928297432874	0.11020755916976333
38	0.4689768976897689	0.0	0.3580858085808581	0.1333333333333333	0.18194327222691106
39	0.06265790803436079	0.004547751389590703	0.843355229914098	0.09600808489135927	0.1999992000032
40	0.0381679389312977	0.16488549618320614	0.20572519083969462	0.1515267175572519	0.20533117867528528
41	0.11794186435015037	0.01637153357834948	0.7577681256264617	0.13732041430003342	0.24099903600385594
42	0.050092764378478656	0.050092764378478656	0.1566687280972995	0.09936095650381364	0.18259126963492145
43	0.013854527461652649	0.2226620484908461	0.12980372752762656	0.06382978723404255	0.1732633069467722
44	0.019763611703158303	0.1863979848866499	0.050959116450300324	0.07750435962022861	0.16795932816268735
45	0.02813653136531365	0.16651291512915128	0.26337638376383765	0.16789667896678964	0.2043991824032704
46	0.06360792492179354	0.0010427528675703858	0.8216892596454641	0.11470281543274242	0.18181927272290915
47	0.12082901554404145	0.05658031088082902	0.18383419689119168	0.12248704663212437	0.16879132483470066
